contact_id,date,method,notes,outcome
C001,2024-09-18,phone,Spoke about repayment plan,promise to pay
C002,2024-09-19,email,Sent payment reminder,no answer
C003,2024-09-21,SMS,Sent SMS reminder,promise to pay
as,create,short,deep,possible
trouble,morning,whose,training,suffer
effect,child,medical,commercial,history
usually,nation,arrive,good,become
cultural,word,decade,play,animal
population,president,design,situation,citizen
perhaps,speech,card,soon,feeling
bag,expect,either,above,light
direction,technology,table,many,when
explain,sometimes,later,set,on
majority,value,oil,whose,performance
white,girl,Democrat,religious,street
certain,sea,rule,material,finish
reality,car,power,minute,hospital
remain,nice,your,provide,behavior
administration,happy,economic,bring,strong
science,participant,reach,add,none
recognize,your,else,season,trouble
process,education,type,across,cause
economic,let,rise,improve,explain
kitchen,east,least,consider,performance
discussion,road,moment,father,court
make,positive,manage,if,great
Democrat,form,focus,different,low
fund,travel,sing,road,her
house,paper,marriage,through,cup
move,note,sure,could,this
according,explain,live,stage,pattern
policy,everyone,share,site,surface
yard,almost,seven,staff,a
first,new,price,win,unit
though,first,two,goal,hold
dream,company,certainly,place,opportunity
enjoy,off,understand,guy,leader
dog,now,note,police,item
turn,receive,if,by,rate
treat,all,town,debate,difference
account,get,continue,no,require
factor,recognize,young,write,account
card,recognize,although,believe,rise
government,two,you,different,election
management,trade,mind,total,Democrat
watch,sort,against,kid,decade
country,want,produce,ask,television
speech,resource,although,wife,decade
strong,image,in,cup,style
lose,special,music,action,buy
director,plant,return,yet,indicate
already,always,military,analysis,population
sometimes,production,box,name,attention
that,us,right,see,training
Mr,own,describe,assume,usually
whatever,occur,quickly,doctor,personal
political,later,first,peace,worry
near,area,agree,modern,guy
woman,suggest,PM,authority,parent
give,argue,reality,lose,other
trouble,east,family,when,skin
social,situation,strategy,talk,science
serve,talk,decide,late,office
environment,item,forget,social,them
expert,whether,wall,baby,actually
him,court,animal,admit,star
modern,painting,car,allow,her
station,answer,recently,common,American
military,every,yard,hold,pattern
sort,all,choose,organization,do
never,large,you,others,seek
get,thousand,produce,parent,law
middle,fall,government,instead,be
produce,response,offer,offer,out
attorney,market,away,national,stay
plan,close,cause,great,oil
vote,put,lay,trip,member
never,tree,item,building,off
tonight,sound,floor,when,right
especially,responsibility,stop,Democrat,behavior
star,whole,speak,task,easy
remember,dog,thank,network,dinner
goal,in,sure,art,story
century,concern,dog,relationship,box
past,accept,throw,thought,suddenly
financial,I,around,town,senior
article,recognize,sound,play,enjoy
six,box,hospital,career,appear
possible,land,much,chance,between
building,determine,available,dinner,from
parent,difficult,art,about,garden
medical,catch,yet,structure,score
yet,time,occur,final,next
writer,number,range,Republican,left
it,exist,if,body,major
whose,suggest,room,huge,send
action,only,change,responsibility,traditional
west,easy,state,suddenly,country
practice,son,expect,event,not
job,know,say,ever,including
chance,once,shoulder,interest,tonight
inside,perhaps,institution,early,need
room,yeah,authority,image,matter
what,customer,site,age,seat
meet,trade,piece,second,ahead
imagine,bank,while,me,tend
along,never,year,decide,about
fish,sure,almost,language,opportunity
reality,again,toward,government,their
else,set,chair,wait,current
natural,also,figure,let,exist
carry,manager,outside,yet,bit
very,evening,final,science,investment
put,minute,include,book,movement
worker,force,whole,since,care
one,where,factor,claim,along
certain,cover,threat,become,good
now,whatever,together,accept,once
door,pressure,much,response,especially
ability,politics,phone,see,society
challenge,subject,pattern,detail,it
these,series,wait,police,door
through,simply,of,dog,respond
nor,stop,appear,choice,pay
scene,statement,marriage,hot,until
medical,early,heart,major,organization
forward,operation,happy,reveal,save
fill,nor,bed,practice,power
network,drug,gun,chance,he
tend,unit,nice,level,wonder
expect,question,condition,ask,realize
area,safe,no,begin,rest
Republican,know,TV,consumer,above
hot,best,imagine,several,represent
question,buy,son,we,change
administration,bad,big,maybe,century
window,scene,us,message,civil
soon,health,remember,environmental,manager
service,our,Mr,we,finish
hundred,music,purpose,film,from
rock,side,fire,rise,food
nor,spring,short,full,Congress
early,wrong,get,compare,make
peace,necessary,animal,nothing,relationship
art,daughter,human,under,education
ten,on,dark,coach,raise
on,right,measure,hit,he
budget,generation,writer,close,magazine
financial,various,wish,cut,threat
line,arrive,range,power,pay
huge,answer,full,experience,impact
reality,people,toward,approach,kind
skin,minute,turn,country,cost
family,yard,over,box,ok
Mrs,computer,character,member,ability
spend,clear,light,finish,read
international,late,wrong,list,cell
debate,want,past,common,radio
free,until,beautiful,everything,arm
writer,office,system,yourself,training
own,student,son,its,base
should,thing,gun,everything,book
remember,head,successful,help,notice
rate,add,executive,suffer,top
area,operation,size,ahead,base
trade,in,feel,letter,determine
movement,nothing,ball,eat,piece
course,election,however,religious,attention
your,explain,method,his,front
work,medical,rather,politics,pull
close,yard,could,off,baby
year,create,director,upon,free
arm,draw,bring,speak,recognize
discuss,race,deep,clear,statement
remain,development,charge,serve,continue
table,none,cell,at,speak
stage,story,cold,everyone,perform
under,firm,six,whose,add
key,pressure,act,attack,plant
fight,national,nice,always,capital
still,deal,yeah,professional,specific
later,ground,place,war,shake
month,market,cup,must,room
science,range,piece,somebody,her
product,figure,radio,gun,act
seven,simple,civil,event,gas
best,blood,factor,phone,pattern
modern,school,benefit,still,support
paper,appear,exactly,both,tonight
little,various,voice,bit,room
tell,degree,teacher,shoulder,up
because,case,may,three,group
baby,compare,class,speak,then
unit,than,well,eight,despite
official,remember,from,worry,beat
discover,social,important,moment,sure
actually,painting,support,this,make
student,realize,grow,child,begin
several,finish,account,relate,identify
herself,before,beyond,gas,hospital
year,happy,alone,adult,yard
agency,father,modern,ago,wish
lose,before,town,watch,miss
issue,side,after,apply,once
discover,health,hospital,cold,trade
difficult,model,beat,on,war
seek,benefit,voice,company,clear
big,than,officer,site,conference
subject,industry,visit,up,must
guy,over,yourself,he,save
fine,become,item,former,quickly
ability,technology,industry,choose,if
challenge,seem,coach,accept,air
everything,interesting,wrong,wide,never
allow,push,central,often,level
trouble,return,minute,determine,per
he,style,own,whatever,argue
while,simply,language,cut,reach
miss,without,very,author,suffer
commercial,just,now,lot,fund
environment,political,finish,part,goal
plant,system,represent,might,leg
per,doctor,camera,why,outside
learn,sit,treatment,law,arrive
best,country,improve,beat,himself
along,across,significant,call,evidence
do,cell,word,these,mouth
environment,system,fast,seek,speak
father,value,matter,quite,recently
ever,up,likely,quality,to
attention,everyone,teach,entire,yet
resource,least,produce,analysis,drive
usually,real,prevent,bag,news
specific,good,plan,thing,public
lot,page,art,imagine,animal
agency,government,after,director,give
during,late,woman,box,modern
fine,company,factor,you,part
charge,specific,huge,weight,risk
ready,join,feeling,available,again
beautiful,wind,property,property,cost
step,line,black,when,discover
manage,brother,building,stuff,none
market,reach,player,position,fact
conference,hope,manager,campaign,oil
officer,act,station,same,whose
most,effect,seven,wall,fund
history,art,instead,compare,cost
push,charge,American,body,country
here,person,this,argue,story
others,despite,natural,interesting,sign
step,member,ago,suffer,cold
high,arm,charge,speech,site
model,computer,single,class,shake
choice,sound,present,long,voice
almost,if,same,six,star
professional,thank,despite,middle,difference
industry,watch,decision,camera,model
quite,college,middle,assume,leave
big,girl,local,he,glass
join,each,win,marriage,let
letter,however,ground,agreement,authority
would,sit,hospital,five,visit
long,buy,audience,section,question
responsibility,study,cell,anything,plan
finish,like,once,light,compare
close,six,area,inside,action
power,follow,heavy,require,for
answer,center,continue,great,social
different,sign,city,protect,discussion
know,ready,piece,his,present
rather,accept,debate,season,perhaps
share,still,over,assume,compare
mission,see,yard,lot,current
receive,standard,open,act,usually
someone,investment,the,knowledge,week
example,financial,south,poor,others
body,somebody,training,value,service
human,too,bring,evening,wind
type,feeling,call,yard,follow
there,federal,democratic,month,pretty
consumer,eye,lose,task,then
writer,life,skin,discuss,person
ten,language,popular,represent,news
else,hotel,seek,marriage,real
mouth,center,nation,first,best
those,stuff,drive,really,some
admit,make,specific,religious,size
impact,training,education,ground,white
very,goal,difficult,building,agent
imagine,travel,oil,difficult,nothing
start,out,same,magazine,or
fly,thus,model,base,house
try,dark,energy,full,much
painting,degree,leg,parent,discuss
over,place,learn,keep,question
thousand,hope,chair,provide,where
anything,look,necessary,beautiful,country
condition,wish,nearly,Republican,partner
whole,example,research,instead,store
nothing,no,wish,around,let
production,result,bar,past,dinner
program,spring,buy,scene,ok
information,vote,worker,song,between
night,would,moment,three,long
support,reflect,prepare,claim,at
someone,full,life,official,cut
at,score,man,main,pay
bit,bed,per,hour,customer
hot,among,heart,spring,amount
cultural,shake,minute,fly,program
wonder,go,adult,agent,know
ok,base,land,reality,training
shoulder,finish,physical,address,break
end,total,including,decade,difficult
phone,small,appear,support,off
discuss,determine,board,as,gas
source,value,pressure,article,admit
notice,child,yard,figure,left
force,force,long,might,claim
easy,candidate,expert,center,forward
as,these,despite,those,hot
career,however,finish,fall,general
out,year,step,stock,consider
help,seat,week,different,smile
outside,body,public,magazine,team
half,how,hard,lose,social
statement,every,million,leave,tend
scene,black,person,worry,big
tell,truth,after,you,degree
network,reveal,capital,bring,than
economy,difference,on,around,note
once,drop,real,reason,all
create,edge,evening,create,eye
person,short,nature,one,property
increase,usually,easy,type,treatment
across,weight,road,of,will
pay,kind,technology,partner,city
outside,control,chair,dark,ten
land,statement,common,federal,chair
suddenly,writer,son,memory,several
alone,change,take,do,role
business,gas,activity,high,special
current,focus,almost,fast,recently
go,read,stand,product,clearly
sit,service,account,agreement,do
military,chair,defense,and,decide
trip,from,picture,bag,various
a,economy,soon,doctor,wrong
three,magazine,however,expect,full
debate,rule,catch,rock,prove
suddenly,friend,phone,establish,degree
industry,face,view,modern,star
by,evidence,authority,affect,safe
spring,property,wind,ready,memory
network,indicate,tough,direction,nothing
maintain,benefit,story,power,gun
yet,management,now,involve,outside
car,food,result,shoulder,town
like,space,happy,development,of
then,might,different,whose,work
real,low,too,recent,mouth
tonight,young,theory,body,court
kind,look,read,interview,purpose
street,provide,suffer,door,offer
war,generation,look,plant,address
enter,resource,population,party,here
evening,off,central,left,put
cold,nation,grow,town,none
nearly,account,low,teach,eye
operation,subject,skin,everybody,husband
western,sit,institution,moment,value
read,notice,option,less,hot
board,huge,it,star,bad
official,huge,teach,over,artist
mission,glass,half,ago,when
those,already,throw,population,necessary
bank,history,world,property,car
pull,finally,shake,describe,month
approach,seek,pay,account,game
color,account,blue,right,in
region,field,through,ahead,give
such,activity,television,remember,remember
nothing,region,tax,throughout,on
stuff,could,strategy,instead,small
myself,visit,people,president,enough
dream,lot,better,role,letter
stop,believe,receive,role,treatment
front,work,decide,last,build
cultural,window,seem,win,other
that,conference,group,example,game
focus,true,could,doctor,trial
common,enter,charge,at,anyone
life,wind,why,letter,treat
any,dream,school,industry,message
decision,hit,purpose,government,recognize
beautiful,ok,be,top,you
piece,nothing,most,upon,school
hundred,trade,TV,understand,he
community,air,consumer,knowledge,score
research,population,fish,between,season
hot,become,south,dark,eye
fish,it,paper,win,support
serious,nothing,alone,write,part
quite,ago,reach,capital,imagine
issue,within,yet,catch,fight
agency,ask,short,my,reach
ask,through,plan,fall,church
summer,month,detail,less,game
tax,read,officer,for,character
stop,song,worker,alone,central
letter,history,they,have,collection
option,answer,country,game,stock
time,partner,pretty,dream,the
star,good,dream,capital,nice
move,within,chair,minute,space
course,statement,minute,face,notice
report,list,maintain,born,hold
respond,morning,clear,hand,purpose
order,public,even,democratic,do
woman,wind,between,character,impact
as,article,one,arm,election
next,stop,last,career,politics
toward,family,tonight,page,whom
beat,base,director,allow,do
painting,officer,should,at,hold
long,believe,number,high,poor
teacher,chance,discover,those,civil
statement,way,person,serve,president
design,strong,everybody,ground,explain
hard,despite,when,commercial,factor
lay,other,kitchen,hold,fund
president,pull,camera,animal,reveal
source,stop,truth,four,wrong
training,call,peace,hope,argue
gun,better,environment,character,standard
capital,ten,beat,tough,table
left,local,investment,page,course
figure,line,happen,month,computer
keep,region,something,offer,decide
strong,strategy,growth,north,sense
attention,black,dark,entire,protect
thus,as,energy,safe,else
ever,choose,set,stand,start
prevent,blood,region,positive,word
would,president,dark,small,next
Democrat,market,point,network,commercial
clear,rise,law,state,democratic
family,green,picture,never,manager
even,simple,control,guy,staff
social,wide,quality,three,none
ready,information,fact,staff,TV
economic,green,together,into,loss
how,their,then,wait,down
air,situation,offer,forward,bag
throughout,successful,music,bank,reality
campaign,thus,meet,idea,modern
together,candidate,able,girl,upon
already,say,indicate,us,charge
determine,whether,enough,office,garden
fast,drug,property,others,on
memory,better,whom,green,with
others,enjoy,with,three,parent
walk,not,south,begin,year
order,fund,among,turn,hospital
arrive,perform,change,fast,east
prepare,face,stay,group,within
maybe,smile,really,particular,real
direction,do,hear,city,respond
hundred,upon,tell,difficult,price
dream,director,international,page,admit
sit,society,less,window,admit
mind,west,edge,real,anyone
through,nor,her,single,share
decision,notice,whole,add,government
audience,dog,just,world,another
sister,week,start,blood,detail
beyond,during,several,policy,television
eye,more,example,contain,store
raise,seem,Mr,table,go
join,memory,fact,deal,best
thousand,marriage,charge,evening,society
upon,suddenly,threat,program,firm
program,smile,century,human,determine
skin,movie,customer,seek,score
measure,building,account,forward,meet
his,owner,teach,scientist,eye
off,there,police,line,through
society,hope,capital,factor,open
its,community,skill,success,international
major,him,environment,production,western
generation,improve,minute,Republican,hold
fine,record,sign,employee,space
recognize,garden,once,return,pattern
hundred,scene,protect,compare,image
medical,shoulder,about,enough,decision
consider,your,region,table,each
score,baby,feel,officer,lot
pass,family,local,image,her
but,summer,history,increase,do
school,blue,citizen,drop,fine
civil,good,sport,article,cell
toward,father,win,PM,parent
manager,become,worry,land,evidence
room,human,meet,get,public
time,instead,hot,fall,whole
recently,site,give,idea,drop
trade,quality,mean,wide,summer
respond,each,cell,forget,peace
far,significant,else,medical,friend
assume,my,somebody,yeah,card
old,purpose,put,main,will
ten,former,couple,avoid,night
blue,green,cost,also,best
want,certain,radio,special,own
century,unit,laugh,against,do
statement,fear,industry,owner,say
subject,management,skill,key,agent
lay,field,represent,defense,sort
two,yes,view,cup,always
challenge,sister,military,quality,assume
computer,daughter,particular,later,term
bar,head,old,his,network
affect,five,itself,order,grow
full,must,black,including,measure
large,property,class,early,prepare
base,area,ground,total,group
walk,hour,effect,general,moment
night,candidate,light,popular,my
sometimes,they,clear,seek,one
keep,explain,condition,send,light
age,its,why,reality,couple
doctor,decide,while,fish,remember
project,war,do,avoid,fly
between,drug,drop,visit,notice
across,stock,scientist,anyone,design
west,eight,really,eye,police
event,society,chance,safe,weight
interest,five,radio,understand,million
seem,it,spring,natural,brother
stop,up,simple,herself,maybe
current,herself,without,citizen,spend
condition,edge,knowledge,myself,option
window,about,consider,administration,modern
top,school,for,follow,religious
someone,system,what,create,number
sing,mention,exist,lead,whose
available,question,fact,body,ask
science,class,again,record,present
big,product,president,dog,maybe
charge,draw,career,civil,industry
enjoy,indeed,turn,cold,understand
level,so,scientist,toward,north
significant,hour,image,lead,art
store,home,score,economy,decade
sit,character,someone,write,road
Mr,here,research,brother,before
dog,good,condition,should,religious
cost,value,generation,score,collection
agreement,she,player,certain,on
effect,majority,right,choice,marriage
whose,finally,especially,ask,nor
red,face,organization,decision,control
she,nation,particular,student,feeling
stuff,along,court,information,or
actually,bring,down,model,measure
common,those,which,throw,toward
serve,establish,whose,company,poor
education,father,some,wall,mean
green,cell,oil,over,truth
risk,mean,especially,foot,blue
civil,similar,wrong,more,defense
car,effect,hotel,near,last
join,future,shake,shoulder,American
type,government,important,their,over
public,remain,others,hold,Democrat
fight,after,up,itself,wear
seven,she,listen,leader,factor
item,floor,break,mention,heart
fire,make,painting,item,best
key,fact,attorney,show,number
student,occur,data,happen,policy
draw,free,argue,region,open
course,school,under,kind,theory
suggest,enough,maybe,prepare,however
movie,night,then,across,remain
help,close,thousand,sense,message
late,his,cup,sometimes,bad
education,buy,record,instead,create
nature,stand,realize,money,kind
much,our,one,pay,job
baby,travel,feel,TV,economy
life,every,meeting,day,for
development,stand,never,democratic,audience
factor,agency,amount,part,price
current,authority,better,girl,beautiful
role,fill,mother,make,happy
customer,line,work,great,in
recent,around,brother,thought,among
realize,speak,form,low,western
last,blue,against,child,morning
wear,pretty,prevent,middle,laugh
loss,forward,head,shake,relate
usually,identify,authority,memory,yeah
major,reflect,country,month,must
artist,serve,skill,blue,though
want,bring,practice,answer,green
civil,enjoy,look,wall,environment
available,call,capital,performance,forward
professor,quickly,effect,everything,early
event,light,sell,energy,technology
none,under,film,they,baby
how,onto,civil,ball,executive
quickly,risk,despite,first,manager
impact,rock,paper,job,station
century,eye,difficult,officer,herself
go,good,land,once,figure
find,sing,may,sister,matter
car,picture,still,perform,son
keep,for,answer,agreement,sometimes
break,lawyer,never,particularly,official
finish,play,outside,actually,base
happy,want,couple,simply,possible
blue,particular,involve,evening,cultural
television,account,structure,growth,wrong
bring,assume,recent,owner,information
note,difficult,believe,product,management
keep,choice,kind,evening,real
security,probably,cut,fear,provide
particularly,through,information,mean,top
reduce,few,task,here,tend
but,customer,production,history,former
probably,address,brother,already,avoid
case,city,girl,note,fire
always,available,me,fill,collection
college,base,small,wife,move
century,respond,street,nor,wish
think,use,be,executive,TV
pick,pretty,ahead,final,build
onto,name,ever,nor,individual
there,same,big,involve,including
interesting,ten,story,every,main
each,financial,interest,carry,part
cell,throughout,perform,quite,argue
despite,likely,general,indicate,them
share,professor,case,company,over
participant,half,sport,company,meet
fish,society,significant,public,woman
seek,idea,become,study,cultural
thought,other,land,against,leg
group,listen,address,design,officer
evening,writer,case,attack,lot
drop,instead,collection,wish,discover
feel,support,less,human,ground
find,style,partner,question,live
whom,visit,read,maintain,citizen
strong,country,daughter,raise,appear
arm,truth,pass,experience,however
end,none,whole,do,kitchen
glass,decade,air,staff,in
then,thought,detail,floor,nor
cup,art,trial,then,above
once,able,establish,collection,during
indeed,crime,analysis,change,lay
choice,coach,interview,color,doctor
way,remember,speech,seat,human
yet,still,left,enjoy,southern
by,small,safe,authority,face
seek,wall,better,north,land
tax,garden,course,or,big
pull,reality,song,sort,party
voice,family,nation,all,nor
lose,form,life,learn,stand
investment,second,thing,office,again
involve,per,represent,approach,behavior
fine,do,plan,modern,know
once,among,imagine,green,building
hundred,make,way,thus,science
act,thought,part,arrive,lot
east,very,improve,produce,want
summer,simply,spend,development,despite
yes,huge,together,almost,after
skin,concern,authority,realize,wall
always,growth,site,owner,by
month,morning,offer,well,after
hot,race,good,bring,too
as,evidence,again,decision,quality
beyond,push,region,another,control
respond,fly,citizen,direction,few
here,even,loss,support,pass
together,body,reality,realize,international
agreement,bar,wear,could,none
beautiful,those,wrong,Mrs,American
as,clearly,place,add,remember
modern,cup,from,day,treat
without,response,discuss,senior,hand
party,claim,check,history,once
reveal,those,know,base,around
artist,serious,edge,off,public
son,commercial,cost,term,edge
tree,capital,upon,leg,movement
consider,authority,describe,politics,apply
number,Mr,same,meet,rate
know,quality,course,decision,wind
down,them,free,dinner,note
need,time,house,administration,different
some,wonder,laugh,road,town
nearly,house,eight,born,hotel
can,have,commercial,anyone,performance
speak,hundred,heavy,far,ten
hand,sing,lot,audience,when
but,we,her,political,other
clear,set,Congress,interest,line
ground,leg,foot,boy,begin
view,rule,hotel,crime,meeting
benefit,establish,wish,very,north
like,could,option,speech,political
relationship,thank,describe,staff,billion
everyone,life,put,list,film
theory,become,throughout,board,many
politics,possible,off,relationship,step
plan,beat,sort,network,food
those,future,talk,environment,away
beat,once,hard,they,scientist
move,scene,man,wide,whom
school,color,success,yard,five
do,whether,letter,ask,want
address,though,occur,close,appear
run,method,form,voice,rock
offer,media,treat,responsibility,today
no,customer,good,social,among
themselves,her,economic,simply,somebody
beyond,between,run,other,state
whom,apply,somebody,little,perform
example,prove,market,attack,soon
admit,kind,however,them,brother
describe,her,need,notice,seek
detail,usually,buy,ago,amount
full,miss,own,article,key
ready,education,nothing,south,certain
heart,special,raise,game,goal
care,by,guy,everything,him
onto,room,catch,low,source
same,million,area,modern,show
trade,develop,popular,stock,white
later,fast,pressure,look,budget
dog,of,system,imagine,sit
lead,machine,protect,common,home
voice,series,argue,member,citizen
customer,always,professor,present,whether
good,into,maybe,natural,study
forget,generation,history,find,soon
president,value,manager,through,nearly
wall,agency,force,pattern,parent
time,around,action,agent,assume
upon,talk,why,decision,some
recently,political,hope,as,all
hope,dog,consider,Mr,five
bit,approach,response,body,chair
federal,western,citizen,find,as
and,catch,clear,interest,try
where,how,claim,behavior,PM
plant,keep,among,tough,ahead
national,page,back,work,what
huge,more,rule,man,choose
court,during,shoulder,apply,discover
father,five,begin,image,affect
consumer,data,kind,man,reach
order,walk,add,unit,strategy
federal,suddenly,article,in,reach
money,again,big,with,food
single,this,one,their,center
me,make,medical,interview,tough
everything,point,remain,she,difference
later,top,blue,address,sister
poor,against,face,one,police
actually,themselves,force,him,reveal
environmental,give,work,politics,decade
plant,rest,service,happy,always
coach,wrong,either,member,significant
bar,business,economic,mission,question
forward,prevent,week,reflect,party
each,ever,discover,fall,sound
blood,probably,oil,family,simple
fly,cause,administration,whatever,car
paper,race,improve,best,author
pressure,onto,throughout,administration,old
respond,this,music,staff,poor
very,color,late,here,appear
team,information,senior,thing,former
say,job,certainly,defense,art
yourself,beyond,television,their,claim
give,bar,blue,record,participant
behind,leave,side,even,coach
herself,itself,soldier,position,when
too,from,maybe,price,scene
far,save,voice,conference,argue
police,most,body,wind,example
such,admit,pass,say,how
want,talk,leader,fund,but
either,argue,cut,right,performance
effect,matter,money,my,rise
industry,couple,hair,water,gun
result,high,record,final,name
article,Mrs,need,where,prevent
hope,couple,tree,movement,red
son,eat,necessary,throw,loss
rather,heart,similar,group,enough
serve,benefit,build,raise,high
fire,can,window,power,cut
number,color,item,score,success
door,under,heart,form,kitchen
consider,apply,pull,relate,north
continue,fine,seat,military,buy
of,happen,lay,write,far
school,area,answer,house,draw
model,themselves,base,guess,better
with,kitchen,rock,major,guess
agree,than,least,rest,along
billion,drop,modern,case,person
two,decade,whose,significant,hit
myself,nation,among,goal,claim
history,issue,deep,newspaper,despite
similar,light,author,half,serious
toward,serve,adult,entire,night
apply,language,perform,expect,laugh
effect,miss,tax,fast,institution
throughout,try,cut,religious,catch
situation,laugh,young,require,there
plan,interview,throughout,whatever,parent
be,small,near,technology,himself
anything,together,then,stage,personal
federal,much,interest,manage,gun
former,side,decision,rather,child
history,my,now,tend,claim
goal,approach,second,hard,onto
trouble,idea,put,worker,hospital
general,feeling,moment,hold,trial
member,left,indeed,structure,low
page,ball,seven,series,customer
bit,class,three,finally,hold
pull,tree,institution,machine,draw
usually,tax,look,enjoy,only
trial,structure,process,make,power
your,range,visit,social,trial
gun,free,during,through,teach
opportunity,think,man,quite,play
address,general,treat,south,all
lay,across,subject,can,concern
teach,test,skin,fine,story
eye,field,whose,green,amount
door,tree,food,election,action
send,add,prepare,hot,tough
something,upon,him,court,over
blue,present,analysis,here,player
lose,president,film,economy,send
herself,data,responsibility,question,option
dream,woman,stay,within,feel
city,must,without,beat,population
apply,hair,go,plant,will
night,kitchen,cover,material,her
significant,good,check,cover,through
campaign,think,rather,prove,watch
ready,debate,town,detail,space
final,notice,language,top,southern
represent,administration,career,less,through
amount,career,become,spend,attorney
prevent,with,manager,matter,account
however,environmental,parent,son,stop
trial,concern,yeah,president,leg
cultural,notice,center,set,generation
get,left,than,very,look
source,late,open,organization,cut
purpose,network,scene,they,learn
ever,political,third,white,card
activity,agent,relationship,meet,summer
than,whether,really,music,wall
month,foot,guy,media,language
draw,participant,will,likely,claim
community,improve,situation,political,keep
put,identify,Mrs,appear,along
record,change,forget,question,treat
yeah,can,hold,parent,sure
move,say,item,onto,suggest
note,trade,unit,another,ball
despite,likely,data,push,consumer
far,hope,third,never,show
southern,claim,church,science,life
job,goal,admit,mission,light
law,sometimes,suggest,sing,respond
staff,remain,but,evening,section
Congress,experience,indeed,set,prepare
TV,enter,early,citizen,south
common,through,change,city,goal
onto,add,throw,above,after
pull,participant,fine,believe,technology
left,money,resource,run,style
knowledge,pull,successful,traditional,strong
figure,nature,cell,quickly,out
power,someone,blue,will,campaign
night,space,raise,degree,enter
ahead,cup,leg,less,hard
let,type,nothing,happy,thing
many,than,blood,heart,me
he,generation,write,since,away
four,evening,our,her,fight
director,big,day,fish,thus
keep,option,political,show,all
officer,option,life,relationship,office
specific,yes,modern,size,who
fall,type,measure,because,animal
line,go,down,particular,PM
magazine,include,learn,economic,chance
season,which,friend,office,might
address,you,down,town,five
crime,avoid,know,share,catch
along,magazine,bar,game,animal
wonder,bring,radio,hospital,certain
cut,spend,nor,industry,player
remain,claim,way,strategy,trial
else,responsibility,music,about,such
finally,debate,rate,water,fire
force,model,time,network,painting
understand,table,future,early,clear
federal,down,fire,along,protect
smile,likely,television,what,should
boy,outside,tend,rule,focus
store,account,order,young,write
fact,reality,scene,as,hold
interest,first,leg,word,late
marriage,better,garden,also,face
service,growth,plan,trip,network
sit,game,market,magazine,must
what,economy,expect,there,owner
minute,ready,moment,figure,cost
price,woman,general,learn,indicate
girl,trade,mind,instead,religious
clear,simple,pretty,consider,best
tree,month,food,hundred,challenge
investment,allow,character,image,skill
ability,Congress,front,everything,increase
forget,offer,civil,lose,blue
seven,with,always,between,very
yet,race,check,let,send
red,describe,traditional,old,language
improve,rather,table,lead,tend
economy,rise,hold,century,concern
many,leg,main,employee,easy
Democrat,food,total,stage,teacher
new,treat,black,design,news
single,artist,away,ability,imagine
near,campaign,ahead,reach,see
number,notice,threat,factor,nearly
program,indicate,must,drug,push
measure,recent,which,family,statement
level,list,officer,parent,ask
no,benefit,to,president,seat
technology,particularly,answer,network,practice
visit,establish,hand,name,start
represent,always,campaign,majority,note
store,tree,marriage,American,late
moment,election,along,strategy,professor
spring,might,consumer,close,cell
beyond,parent,dog,face,rise
save,alone,your,challenge,change
three,see,guy,base,future
risk,page,try,sign,network
popular,question,with,my,three
doctor,themselves,morning,factor,system
inside,picture,four,school,Democrat
throw,smile,many,class,place
here,this,image,red,finish
be,should,level,green,want
way,staff,again,east,government
month,clear,beat,begin,it
because,range,start,job,especially
media,couple,happen,modern,help
green,story,until,fish,he
data,per,but,city,condition
account,degree,ago,wait,go
even,anything,we,hand,assume
employee,its,happen,visit,meeting
force,hotel,believe,activity,take
address,respond,accept,recognize,suffer
player,bank,fly,prove,seat
customer,fire,newspaper,note,with
purpose,cover,tell,boy,protect
laugh,prove,simply,me,receive
wonder,be,morning,health,purpose
receive,resource,bit,act,avoid
store,however,wait,parent,husband
word,will,by,month,ten
do,reveal,least,rise,manage
song,bad,whom,stock,choose
himself,across,save,heart,east
father,human,theory,good,hard
loss,not,enter,consider,leg
weight,difference,describe,of,dog
couple,carry,opportunity,team,building
claim,issue,ability,spring,health
cup,stuff,discussion,just,moment
miss,lose,box,student,become
director,fund,chair,thus,heavy
